Category,Subcategory,Detail,Activity,Description,Unit,EmissionFactor
Freighting goods,HGV (all diesel),All rigids,,50% Laden,miles,1.3004
Freighting goods,HGV (all diesel),All rigids,,100% Laden,miles,1.50787
Freighting goods,HGV (all diesel),All rigids,,Average laden,miles,1.34783
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,tonne.km,0.12823
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,tonne.km,0.07674
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,tonne.km,0.12633
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,0.62775
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,0.78163
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,0.93552
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,0.78471
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,1.01024
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,1.25789
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,1.50555
Freighting goods,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,1.26285
Freighting goods,HGV (all diesel),Articulated (>33t),,50% Laden,tonne.km,0.09612
Freighting goods,HGV (all diesel),Articulated (>33t),,100% Laden,tonne.km,0.05988
Freighting goods,HGV (all diesel),Articulated (>33t),,Average laden,tonne.km,0.07703
Freighting goods,HGV (all diesel),Articulated (>33t),,0% Laden,km,0.64734
Freighting goods,HGV (all diesel),Articulated (>33t),,50% Laden,km,0.85827
Freighting goods,HGV (all diesel),Articulated (>33t),,100% Laden,km,1.06921
Freighting goods,HGV (all diesel),Articulated (>33t),,Average laden,km,0.93421
Freighting goods,HGV (all diesel),Articulated (>33t),,0% Laden,miles,1.04178
Freighting goods,HGV (all diesel),Articulated (>33t),,50% Laden,miles,1.38125
Freighting goods,HGV (all diesel),Articulated (>33t),,100% Laden,miles,1.72072
Freighting goods,HGV (all diesel),Articulated (>33t),,Average laden,miles,1.50346
Freighting goods,HGV (all diesel),All artics,,50% Laden,tonne.km,0.09675
Freighting goods,HGV (all diesel),All artics,,100% Laden,tonne.km,0.06021
Freighting goods,HGV (all diesel),All artics,,Average laden,tonne.km,0.078
Freighting goods,HGV (all diesel),All artics,,0% Laden,km,0.64659
Freighting goods,HGV (all diesel),All artics,,50% Laden,km,0.85536
Freighting goods,HGV (all diesel),All artics,,100% Laden,km,1.06414
Freighting goods,HGV (all diesel),All artics,,Average laden,km,0.92854
Freighting goods,HGV (all diesel),All artics,,0% Laden,miles,1.04057
Freighting goods,HGV (all diesel),All artics,,50% Laden,miles,1.37656
Freighting goods,HGV (all diesel),All artics,,100% Laden,miles,1.71255
Freighting goods,HGV (all diesel),All artics,,Average laden,miles,1.49432
Freighting goods,HGV (all diesel),All HGVs,,50% Laden,tonne.km,0.12226
Freighting goods,HGV (all diesel),All HGVs,,100% Laden,tonne.km,0.07431
Freighting goods,HGV (all diesel),All HGVs,,Average laden,tonne.km,0.10163
Freighting goods,HGV (all diesel),All HGVs,,0% Laden,km,0.65975
Freighting goods,HGV (all diesel),All HGVs,,50% Laden,km,0.83589
Freighting goods,HGV (all diesel),All HGVs,,100% Laden,km,1.01203
Freighting goods,HGV (all diesel),All HGVs,,Average laden,km,0.89121
Freighting goods,HGV (all diesel),All HGVs,,0% Laden,miles,1.06176
Freighting goods,HGV (all diesel),All HGVs,,50% Laden,miles,1.34523
Freighting goods,HGV (all diesel),All HGVs,,100% Laden,miles,1.6287
Freighting goods,HGV (all diesel),All HGVs,,Average laden,miles,1.43425
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,tonne.km,0.5468
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,tonne.km,0.29508
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,0.62837
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,0.54937
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,0.59667
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,0.64397
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,0.59005
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,0.88412
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,0.96024
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,1.03637
Freighting goods,HGV refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,0.94959
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,0.31477
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,0.17689
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,0.43306
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,0.65559
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,0.7483
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,0.84101
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,0.72049
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,1.05508
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,1.20428
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,1.35348
Freighting goods,HGV refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,1.15952
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,0.25145
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,0.14814
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,0.20416
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,0.92128
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,1.12114
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,1.321
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,1.18083
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,1.48266
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,1.8043
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,2.12594
Freighting goods,HGV refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,1.90036
Freighting goods,HGV refrigerated (all diesel),All rigids,,50% Laden,tonne.km,0.26888
Freighting goods,HGV refrigerated (all diesel),All rigids,,100% Laden,tonne.km,0.15669
Freighting goods,HGV refrigerated (all diesel),All rigids,,Average laden,tonne.km,0.23514
Freighting goods,HGV refrigerated (all diesel),All rigids,,0% Laden,km,0.80843
